ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate
42731,James Benning,American,Male,1942,0
88,Gregory Ain,American,Male,1908,1988
5885,Henriette Tirman,French,Female,1875,1952
834,Grisha Bruskin,Russian,Male,1945,0
48932,Burt Payne 3,,,0,0
27165,Cheryl Goldsleger,American,Female,1951,0
3066,Colleen Frances Kenyon,American,Female,1951,0
2179,A. Gisiger,Swiss,,0,0
7512,Edward William Godwin,British,Male,1833,1886
6981,H. Scott Orr,British,Male,0,0
2556,Louis Hayet,French,Male,1864,1940
2655,Hans Himbert,Swedish,Male,1951,0
48593,Ishan Clemenco,,,0,0
5555,Michael Spano,American,Male,1949,0
7980,Jasper Morrison,British,Male,1959,0
4549,Joseph Pennell,American,Male,1860,1926
40658,Emily Sundblad,Swedish,Female,1977,0
5402,Ushio Shinohara,Japanese,Male,1932,0
6915,Eberhard Grames,German,Male,1953,0
47236,Michael Ross,,Male,0,0
32718,Jerszy Seymour,German,Male,1968,0
5551,Giuseppe Spagnulo,Italian,Male,1936,0
9923,"Markle Featherlite Products Corp., Rochester (later in Oak Park), MI",,,0,0
34832,Daniel Reeves,American,Male,1948,0
4319,Francis Noel,Nationality unknown,Male,1937,0
1818,Louis Favre,French,Male,1892,1956
448,Joseph Bellanca,American,Male,1930,2013
5983,Richard Tuttle,American,Male,1941,0
69770,Silke Otto-Knapp,German,Female,1970,0
2919,Patricia Johanson,American,Female,1940,0
9465,"Alfi, Wertheim, Germany",German,,0,0
43278,Adam Broomberg and Oliver Chanarin Studio,,,0,0
34825,Bruce Gowers,British,Male,0,0
47808,Jesus Fuck & Da Murderers,,,0,0
44252,Christian Wolff,American,,1934,0
28678,Raoul De Keyser,Belgian,Male,1930,2012
4090,Maud Morgan,American,Female,1903,1999
10270,"Innovations in Composites, Inc., CA",,,0,0
7150,Flemming Bo Hansen,Danish,Male,1955,0
28809,Elizabeth Simonson,American,Female,1964,0
5441,Charles Simonds,American,Male,1945,0
8337,Wilhelm Langloh,German,Male,0,0
1357,Louise Dahl-Wolfe,American,Female,1895,1989
49147,Munetsugu Satomi,Japanese,Male,1900,1995
10522,"Anonima Castelli, Bologna, Italy",,,0,0
10761,CSS/Winfield,,,0,0
70038,Jacky Mallett,,,0,0
3716,Man Ray (Emmanuel Radnitzky),American,Male,1890,1976
30770,Anton Kannemeyer,South African,Male,1967,0
23604,Viacheslav Ivanov,,,0,0
6601,Joseph Norman,American,Male,1957,0
39611,Matt Kenyon,American,Male,1977,0
35165,Brüder Rasch,German,,0,0
7971,Ernest Cole,South African,Male,1940,1990
46752,Inaki Bonillas,Mexican,Male,1981,0
49913,Robert Alexander,,,0,0
23845,Mikhail Sokolov,,Male,0,0
3725,Henri Manguin,French,Male,1874,1949
4842,Ethel Reed,American,Female,1876,0
5497,Robert Smithson,American,Male,1938,1973
36363,Matt Connors,American,Male,1973,0
33395,Joshua Mosley,American,Male,1974,0
40555,Sturtevant,American,Female,1924,2014
19043,Cliff Baldwin,,Male,0,0
4249,Otto Nebel,German,Male,1892,1973
2003,Arnold Friedman,American,Male,1879,1946
6120,Jorge de la Vega,Argentine,Male,1930,1971
25615,Mackay Hugh Baillie Scott,British,Male,1865,1945
11361,Imprimerie Champenois,,,0,0
5206,Josef Scharl,American,Male,1896,1954
1573,Robert Doisneau,French,Male,1912,1994
6313,F. H. Wenzel,Nationality unknown,,0,0
5960,Albert Tucker,Australian,Male,1914,1999
2509,Irving Harper,American,Male,1916,2015
928,Jo Ann Callis,American,Female,1940,0
39112,Kacie Kinzer,American,Female,1983,0
3688,Vico Magistretti,Italian,Male,1920,2006
22975,Klaus Oberer,Swiss,Male,1937,0
911,Deborah Fleming Caffery,American,Female,1948,0
27194,Laurie Reid,American,Female,1964,0
7858,Juha Kaakko,Finnish,,1964,0
3251,Irving Kriesberg,American,Male,1919,2009
6088,R. H. Vance,American,Male,1825,1876
5341,Jan Senbergs,Australian,Male,1939,0
3674,W. E. Macnaughtan,American,,0,0
5699,Karl Struss,American,Male,1886,1981
34819,Barbara Buckner,American,Female,1950,0
10462,"La Société F.S.D., France",,,0,0
75340,Simon Goldin,,Male,0,0
7988,Mathias Ungers,German,Male,1926,2007
2608,Hanns Herkendell,German,Male,0,0
48229,V. Serafimov,,,0,0
24149,Izoram,,,0,0
28352,Neo Human Toys,Dutch,,2003,0
1483,Victor Delhez,Belgian,Male,0,0
19238,Tim Rollins,American,Male,1955,2017
3561,O. Winston Link,American,Male,1914,2001
10302,"Owens-Illinois Glass Co., Toledo, OH",American,,1903,0
48096,Akihisa Hirata Architecture Office,,,0,0
34559,Massimo Morozzi,Italian,Male,1941,0
3175,Kobayashi Riichiro,Japanese,Male,0,0
890,Pol Bury,Belgian,Male,1922,2005
45039,Dieter Hülsmanns,German,Male,1940,1981
5502,Giorgio Soavi,Italian,Male,1923,0
4634,Lauren Piperno,American,Female,1949,0
6301,Mieczyslaw Wejman,Polish,Male,1912,1997
3403,Ger Lataster,Dutch,Male,1920,2012
9791,"Bieffeplast S.p.A., Padua, Italy",,,0,0
2858,Robert Jacks,Australian,Male,1943,0
39015,Jane Solomon,,,0,0
8464,Hércules Barsotti,Brazilian,Male,1914,2010
25843,Jonathan Ive,British,Male,1967,0
3309,Kuron - Gogol,German,,0,0
121,Adrian Allinson,British,Male,1890,1959
38018,"Kotobuki Seating Company, Tokyo, Japan",Japanese,,1914,0
39003,Frances Macdonald,British,,1873,1921
47991,Henry Kluck,American,Male,1922,2007
9872,"Stelton A/S, Copenhagen, Denmark",,,0,0
2921,Gwen John,British,Female,1876,1939
2627,Anton Heyboer,Dutch,Male,1924,0
5918,Karl Trabert,German,Male,0,1968
10704,"Rosenthal Einrichtung, Munich",,,0,0
8427,Louis Henry,American,Male,1971,0
47792,Ken Starkey,,,0,0
46882,Bruce Fier,,,0,0
3444,Jan Lebenstein,Polish,Male,1930,1999
24385,Aleksandr Deineka,Russian,Male,1899,1969
1265,John Costigan,American,Male,1888,1972
6203,Theodore Waddell,American,Male,1928,0
4765,Leonard Pytlak,American,Male,1910,1998
2336,Ezio Gribaudo,Italian,Male,0,0
41278,Akram Zaatari,Lebanese,Male,1966,0
46506,E. Earl Curtis,American,Male,0,0
1519,Jean Dewasne,French,Male,1921,1999
23057,"Nottingham Rehab Ltd., England",,,0,0
34557,Gilberto Corretti,Italian,,1941,0
43277,Richard Maxfield,American,Male,1927,1969
28889,Charles Dudley Arnold,Canadian,Male,1844,1927
2105,William Gedney,American,Male,1932,1989
2258,François Gos,French,Male,1880,0
6018,Unknown Designer,Swedish,,0,0
30654,Gary Hincks,,,1949,0
28788,Wilhelm Sasnal,Polish,Male,1972,0
4192,Eadweard J. Muybridge,American,Male,1830,1904
3996,Zwi Milshtein,Israeli,Male,1934,0
67420,Walter Burley Griffin,American,Male,1876,1937
2658,Charles Hinman,American,Male,1932,0
69882,John Furnival,British,Male,1933,0
810,Ray Brown,American,Male,1933,0
31259,Rebecca Miller,American,Female,1962,0
1245,Eugène Corneau,French,Male,1894,1976
28738,David Noonan,Australian,Male,1969,0
19053,Jean-Jacques Rullier,,Male,0,0
6305,Neil Welliver,American,Male,1929,2005
29220,Bjørn Refsum,Norwegian,,0,0
7572,Wolf D. Prix,Austrian,Male,1942,0
4131,Olivier Mourgue,French,Male,1939,0
74398,Janez Lenassi,,,1927,2008
8471,Christopher Brown,American,Male,1951,0
33837,Geoffrey Mann,Scottish,Male,1980,0
1585,Enrico Donati,American,Male,1909,2008
34296,Haythornthwaite//Creativelab,New Zealander,,2000,0
28963,Oliver Payne,British,Male,1977,0
33849,Albin Johnson,American,Male,1887,1964
190,Thomas Annan,British,Male,1829,1887
3680,Josaku Maede,Japanese,Male,1926,0
1661,Stephen Durkee,American,Male,1939,0
49584,Shaun Gladwell,Australian,Male,1972,0
7807,Jerry Cooke,American,Male,1922,2005
67823,Anton Lavinsky,Russian,Male,1893,1968
8089,Christopher Bucklow,British,Male,1957,0
6392,R. W. Winfield,British,,0,0
4442,Anders Osterlin,Swedish,Male,1926,0
46292,Jonathan Bepler,,,0,0
6802,John Lange,Venezuelan,Male,1932,0
27183,Julia Mangold,German,Female,1966,0
42098,Michael Harris,American,Male,1933,0
45926,David Tudor,American,Male,1926,1996
9025,"Oy Fiskars Ab, Helsinki",,,0,0
8202,Nari Ward,American,Male,1963,0
33095,Oded Ezer,Israeli,Male,1972,0
28148,"molo design, ltd., vancouver, canada",,,2004,0
23655,D. P. Gordeev,,,0,0
2116,Robert Genin,American,Male,1884,1943
34065,Pere Portabella,Spanish,Male,1929,0
75539,Alzira H. Teixeira,Brazilian,Female,0,0
6456,Fritz Wotruba,Austrian,Male,1907,1975
3208,Vladimir Michailovich Konashevich,Russian,Male,0,0
2263,Zbigniew Gostomski,Polish,Male,1932,0
4872,Marcia Resnick,American,Female,1950,0
4833,George Reavey,Irish,Male,1907,1976
34543,einLab,American,,0,0
9289,"Cappellini S.p.A., Milan, Italy",,,0,0
10543,"Randall Made Knives, Orlando, FL",,,0,0
7545,Tracey Emin,British,Female,1963,0
27662,Vitra GmbH,German,,0,0
3282,Ivan Kudriashov,Russian,Male,1896,1972
42341,Blanc et Demilly,French,,1924,1962
41150,František Bílek,Czech,Male,1872,1941
4064,Jan Montyn,Dutch,Male,1924,0
40572,MOS Architects,,,2003,0
45409,Richard Aldrich,American,Male,1975,0
31080,Cornel Windlin,Swiss,Male,1964,0
9577,"Umentani Craft, Kyoto",,,0,0
2030,R. Buckminster Fuller,American,Male,1895,1983
2327,Caroline Greenwald,American,Female,1936,0
5264,Chicago School of Design,,,0,0
8320,John Morris,American,Male,1965,0
20631,Larry Mantello,American,Male,1964,0
3374,Otto Lange,German,Male,1879,1944
69475,John Borg Manduca,,,0,0
68764,New Breed,American,,1968,0
2389,Piero Guccione,Italian,Male,0,0
41301,Spencer Drate,American,Male,1942,0
9762,Lemurian Crafts,,,0,0
3443,Jean-Jacques Lebel,French,Male,1936,0
8044,Wolfgang Tillmans,German,Male,1968,0
35746,Ivy Sky Rutzky,American,,1948,0
49614,Aslı Çavuşoğlu,Turkish,Female,1982,0
7217,Peter L. Zane,American,Male,1950,0
7583,Rody Graumans,Dutch,Male,1968,0
10281,"Ermenegildo Collini S.p.A., Milan, Italy",,,0,0
28389,Arturo Vittori,Italian,Male,1971,0
47168,Hubert Kretzschmar,,Male,0,0
2414,Jules Guran,Nationality unknown,Male,0,0
49541,Dargoljub Pavlov,Serbian,Male,1940,0
28319,"Umbra, Buffalo, New York",,,1979,0
38484,P. Scott Makela,American,Male,1960,1999
702,Bouillon,French,,0,0
2214,David Goldblatt,South African,Male,1930,2018
100,Ivan LeLorraine Albright,American,Male,1897,1983
21447,Jim Hodges,American,Male,1957,0
1773,Dennis Evans,American,Male,1946,0
38715,Karen Finley,American,Female,1956,0
1369,Horia Damian,French,Male,1922,0
3932,Carl (Carlo) Mense,German,Male,1886,1965
45592,Sofía von Ellrichshausen,Argentine,Female,1976,0
11066,"Sabattini Argenteria S.p.A., Como, Italy",,,0,0
24588,Lore Feininger,German,Female,1901,1991
818,Roser Llop Bru,Chilean,Female,1923,0
34541,Gilbert Bretterbauer,Austrian,Male,1957,0
2967,Wolf Kahn,American,Male,1927,2020
5720,George Sugarman,American,Male,1912,1999
3145,Carl Heinz Kliemann,German,Male,1924,0
5252,Bob Schnepf,American,Male,1937,0
117,William Allan,American,Male,1936,0
5525,Eve Sonneman,American,Female,1946,0
482,Nicholas Bentley,British,Male,1907,1978
75575,Sun Ra,American,Male,1914,1993
6850,Gerhard von Ruckteschell,German,Male,1894,1970
49169,Jiří Pelcl,Czech,Male,1950,0
41285,X3 Studios,,,0,0
1714,Etiènne Elias,Belgian,Male,0,0
2650,Hille,Nationality unknown,,0,0
1943,Raquel Forner,Argentine,Female,1902,1988
7216,Gianfranco Facchetti,Italian,Male,1939,0
4893,Georges Ribemont-Dessaignes,French,Male,1884,1974
1345,Eugène Cuvelier,French,Male,1837,1900
1978,Gianfranco Frattini,Italian,Male,1926,2004
1748,Boris Nicolaevich Ermolaev,Russian,Male,1903,1982
68230,Em Rooney,American,,1983,0
39265,Mary Ethel Thompson,,Female,0,0
37373,Seung H-Sang,Korean,Male,1952,0
659,Rodolfo Bonetto,Italian,Male,1929,1991
35340,Amar Kanwar,Indian,Male,1964,0
10947,"Griswold Manufacturing Co., Erie, PA",American,,1884,0
48013,Carmelo González,Cuban,Male,0,0
32799,Jaap Berghuis,Dutch,Male,1945,0
24568,Nikolai Alekseev,,Male,0,0
9304,"Synthetic Industries, Chattanooga, TN",American,,1969,0
47805,David Peel & The Lower East Side,,,0,0
29552,"Aero Sekur, Italy",Italian,,0,0
29033,Richard Perez,South African,,1970,0
6800,Jacobo Borges,Venezuelan,Male,1931,0
5017,Brian Rose,American,Male,1954,0
2795,Shoichi Ida,Japanese,Male,1941,2006
5668,James Stirling,British,Male,1926,1992
1368,Hubert Dalwood,British,Male,1924,1976
3008,Gertrude Käsebier,American,Female,1852,1934
3789,D. S. Martin,American,,1916,0
3284,Rudolf Kügler,German,Male,1921,2013
41583,Chen Shaoxiong,Chinese,Male,1962,2016
32882,Carlo Naya,,,0,0
3083,Michael Kidner,British,Male,1917,0
10374,Fratelli Grivel (now Grivel S.r.l.),Italian,,1818,0
2766,Hundertwasser (Friedrich Stowasser),Austrian,Male,1928,2000
23600,Aleksei Morgunov,,Male,0,0
4088,Carlo Moretti,Italian,Male,1934,0
31001,Walter Obholzer,Austrian,Male,1953,0
10164,"Josiah Wedgwood & Sons Ltd., Stoke-on-Trent, England",,,0,0
30857,Fatih Aydogdu,Turkish,Female,1963,0
49089,Clare Strand,British,Female,1973,0
49722,Esther Regelson,American,Female,1959,0
6083,Diederick Van Kleef,Dutch,Male,1954,0
5907,Joaquín Torres-García,Uruguayan,Male,1874,1949
69972,Pushpamala N,Indian,Female,1956,0
1671,Charles Eames,American,Male,1907,1978
2498,Marvin Harden,American,Male,1935,0
1037,Elizabeth Catlett,American,Female,1915,2012
48790,Barbara Brown,British,Female,1932,0
22846,"Eisenman Architects, New York",,,1988,0
1626,Aleksandr Vasilevich Druzhkov,Russian,Male,1912,2004
1442,J. De Praetre,German,,1879,1947
40552,Quay Brothers,American,Male,1947,0
9766,"Stede, Inc., Chicago",,,0,0
10540,"Tensor Corporation, Brookyln, NY",,,0,0
8494,Nedko Solakov,Bulgarian,Male,1957,0
131944,Mark Teemer,American,Male,1946,0
47171,Eloise Vega Smith,,Female,0,0
6285,Elbert Weinberg,American,Male,1928,1991
204,Leon Appelbaum,American,Male,0,0
127,Gerhard Altenbourg,German,Male,1926,1989
33114,Simon Heijdens,Dutch,Male,1978,0
33362,"IDEA International Co., Ltd.",,,0,0
44542,Tim Ferguson Sauder,American,Male,1972,0
37179,Martín Ramírez,Mexican,Male,1895,1963
4034,Jerry Moberg,American,Male,0,0
5812,Taupin,French,,0,0
5618,Bernard Steffen,American,Male,1907,1980
42139,Véréna Paravel,French,Female,1971,0
44660,Emily Roysdon,American,Female,1977,0
7575,Winy Maas,Dutch,Male,1959,0
451,Mario Bellini,Italian,Male,1935,0
9765,"André Giraud & Brousseau, Limoges, France",French,,0,0
86,Otl Aicher (also known as Otto Aicher),German,Male,1922,1991
4643,Pitseolak,Canadian,Female,1904,1983
6626,Michael Corris,American,Male,1949,0
23628,Hryhorii Bondarenko,,Male,0,0
43551,Mani Haghighi,Iranian,Male,1969,0
31032,Hans Scheugl,Austrian,Male,1940,0
35503,Ellen Spiro,American,Female,1964,0
32719,"Kidrobot, New York",,,2002,0
27035,"Leo Gerstenzang Infant Novelty Company; now Q-tips, Inc., USA",,,0,0
3472,Michael Lekakis,American,Male,1907,1987
28628,Tim Gardner,Canadian,Male,1973,0
8223,Adolfo Natalini,Italian,Male,1941,0
8629,Glenn Rudolph,American,Male,1946,0
46293,Tim Berresheim,German,Male,1975,0
34699,Julius Shulman,American,Male,1910,2009
39845,Miloslav Prokop,Czech,Male,1896,1954
49061,Kim Beom,Korean,male,1963,0
26371,Kristin Lucas,American,Female,1968,0
1537,Preston Dickinson,American,Male,1889,1930
379,Wall Batterton,British,Male,1932,0
5365,L. A. Shafer,American,Male,1866,1940
954,Federico Cantú,Mexican,Male,1908,1989
27786,Anthony Dunne,British,Male,1964,0
23766,Aleksandr Arnshtam,,Male,0,0
46319,Martin Sharp,Australian,Male,1942,2013
5795,Rufino Tamayo,Mexican,Male,1899,1991
41191,Jens S Jensen,Swedish,Male,1946,2015
74095,Miguel Calvo,American,Male,1969,2014
29551,Frans Verdonck,Dutch,,0,0
4298,Nic Nicosia,American,Male,1951,0
4689,C. Emanuele Ponzio,Italian,Female,1923,2015
812,William Brown,American,Male,0,0
4841,Junius Redwood,American,Male,1917,1991
5253,Klaus A. Schnitzer,American,Male,1944,0
532,Emilio Bertonati,Italian,Male,0,0
27261,Visual AIDS Artists Caucus,American,,1988,0
30933,Maria Hahnenkamp,Austrian,Female,1959,0
40659,Stefan Tcherepnin,American,Male,1977,0
22590,"Radice Snc, Italy",,,0,0
43296,Eckart Rahn,German,,0,0
7034,William K. Greiner,American,Male,1957,0
33079,Chris Lasch,American,Male,1972,0
5471,John Sloan,American,Male,1871,1951
1948,Clyde Forsythe,American,Male,1885,1962
10834,"Plastic Dispensers Inc., Newark, NJ",,,0,0
28206,Dorota Jurczak,Polish,Female,1978,0
36765,Willi Zierath,German,Male,1890,1938
14195,Eugène Delâtre,French,Male,0,0
31339,Katerina Seda,,Female,0,0
6527,Yvaral (Jean Pierre Vasarely),French,Male,1934,2002
2391,Svavar Gudnason,Icelandic,Male,1909,1988
74418,Leslie Lowe,American,Female,0,0
3234,Ljuba Kozintzeva-Ehrenburg,Russian,Female,1900,1970
131745,Blanche Parker,American,Female,1902,1984
9842,"Thonet Frères, Paris, France",,,0,0
6415,Adrian Wiszniewski,British,Male,1958,0
38915,Sharon Hayes,American,Female,1970,0
8210,John Ross,American,Male,0,0
5484,Joel Smith,American,Male,1929,0
10316,"The Steubenville Pottery Company, Steubenville, OH",,,0,0
42906,Lisa Oppenheim,American,Female,1975,0
22960,"Symanka Karbaum/Scharf Hagelbergerstr, Berlin",German,,0,0
70006,Anupama Kundoo,Indian,Female,1967,0
162,Carl Anderson,American,Male,1903,1989
3380,Louis Lanzano,American,Male,1947,0
6969,Peter Eisenman,American,Male,1932,0
8330,Maurizio Cattelan,Italian,Male,1960,0
1429,Rudolph De Harak,American,Male,1924,2001
10157,"BioMechanical Composites, CA",American,,0,0
7516,Malcolm Sayer,British,Male,1916,1970
3744,Kumberai Mapanda,Zimbabwean,Male,1940,0
48859,Osvaldo Peruzzi,Italian,Male,1907,2004
6563,Zero (Hans Schleger),British,Male,1898,1976
75711,Ian Tyson,,,0,0
2497,Charles Harbutt,American,Male,1935,2015
44648,Karel Vaca,Czech,Male,1919,1989
566,Werner Bischof,Swiss,Male,1916,1954
1045,Francis Celentano,American,Male,1928,0
4540,Franz Peffer,German,Male,1887,1937
70042,Otto Haeckel,German,,1872,1945
39822,Phil Collins,British,Male,1970,0
4828,Marie Raymond,French,Female,1908,1988
13807,Kornelii Zelinskii,,Male,0,0
23891,Vadym Meller,,Male,0,0
6115,Ben Vautier,French,Male,1935,0
383,André Bauchant,French,Male,1873,1958
27179,Ann Ledy,American,Female,1952,0
38842,Friedrich Froebel,German,Male,1782,1852
48189,Matt Lucero,American,Male,1976,0
75692,Delta 2 (Calvin Gonzales),American,Male,1965,0
3232,Ron Kowalke,American,Male,1936,0
13483,Sergei Sen'kin,,Male,0,0
8988,Renzo Piano,Italian,Male,1937,0
48780,Harold Budd,,,0,0
6835,Lee Ufan,Korean,Male,1936,0
878,Ian Burn,Australian,Male,1939,1993
69596,Jay Haley,,,0,0
69266,Richard Malone,Irish,Male,1990,0
40902,David Tremlett,British,Male,1945,0
142,M. Ameen,Nationality unknown,,0,0
1871,Pedro Figari,Uruguayan,Male,1861,1938
7040,Barbel Scianghetti,American,Female,1939,0
28830,Ena Swansea,American,Female,1966,0
46880,Lee Ranaldo,,Male,1956,0
25,E. M. Ashe,American,Male,1867,1941
28603,Xiomara De Oliver,Canadian,Female,1967,0
10201,"Grasoli-Werk Gebr. Grah, Solingen, Germany",German,,0,0
30890,demonstate,,,0,0
9188,"Wiener Werkstätte, Vienna",,,0,0
5899,Tontsere,Spanish,,0,0
6419,Ben Wittick,American,Male,1845,1903
28829,Ricky Swallow,Australian,Male,1974,0
9607,"Werkstätten Karl Hagenauer, Vienna",,,0,0
35420,Bonnie Camplin,British,,1970,0
5176,Michel Sauer,German,Male,1949,0
40429,Les Rita Mitsouko,French,,1954,2007
7341,Martin,Nationality unknown,Male,0,0
3090,Günther Kieser,German,Male,1930,0
1140,Cléanthe (Cléante Carr),American,Female,1911,2001
22878,Cary Siress,,,0,0
9031,"Plastic Productions Co., Redwood City, CA",,,0,0
3933,Jan Menses,Canadian,Male,1933,0
28865,Erwin Wurm,Austrian,Male,1954,0
47741,Vox Pop,American,,0,0
47578,Patterson Beckwith,American,Male,1972,0
875,Burkhard,Swiss,,0,0
3423,Gustavo Lazarini Terradas,Uruguayan,Male,1918,1987
2233,Felix Gonzalez-Torres,American,Male,1957,1996
9712,"N.V. Schlegel S.A., Gistel, Belgium",Belgian,,0,0
772,Charles D. Briddell,American,Male,0,0
26988,"Philips & Co., Eindhoven, the Netherlands",,,1891,0
7458,Francisco Rivero Gil,Spanish,Male,1899,1972
6960,John R. Morgan,American,Male,0,0
4940,Augusto Rivera,Colombian,Male,1922,1982
43433,Art Hazelwood,,Male,1961,0
2875,Yvonne Jacquette,American,Female,1934,0
46000,"Touch Press, London",,,2010,0
24590,Karl Grill,Austrian,Male,1889,1966
47150,Ruth Krauss,,,0,0
27596,Heike Baranowsky,German,Female,1967,0
6909,Gavin Turk,British,Male,1965,0
4602,Peter Phillips,British,Male,1939,0
1225,George Constant,American,Male,1892,1978
48916,Franz Josef Popp,German,Male,1886,1954
9311,"Svenska Artek, Hedemora, Sweden",,,0,0
8307,Dagoberto Rodriguez,Cuban,Male,1969,0
23390,Unknown Artist,Nationality unknown,,0,0
7428,José Bedia,Cuban,Male,1959,0
44525,Sara Hendren,American,Female,1973,0
1963,Hollis Frampton,American,Male,1936,1984
34113,Robert Pasut,,,0,0
8588,Martine Barrat,French,Female,1943,0
3361,Ronnie Landfield,American,Male,1947,0
32104,Riccardo Rosso,Italian,Male,0,0
732,William Bradley,American,Male,1868,1962
846,Peer Bücking,German,,1906,1940
6206,Len Waernberg,Swedish,,1926,0
4905,Germaine Richier,French,Female,1904,1959
5836,Edmund Teske,American,Male,1911,1996
16292,Philip L. Goodwin,American,Male,1885,1958
2996,Susan Kaprov,American,Female,1946,0
41266,Emil Maetzel,German,Male,1877,1955
47546,José Álvarez Calderón,Peruvian,Male,1894,1980
48033,Rene Azcuy Cardenas,Cuban,Male,1939,0
8472,Cecily Brown,British,Female,1969,0
1606,Juan Downey,Chilean,Male,1940,1993
4913,James Riddle,American,Male,1933,0
948,Louis Cane,French,Male,1943,0
36998,Leading Edge Design Corp.,Japanese,,1991,0
993,Leonora Carrington,British,Female,1917,2011
29580,Douglas Kolk,American,Male,1963,0
33942,Karl-Peter Röhl,German,Male,1890,1975
48691,Unknown designer,Czechoslovakian,,0,0
38770,Brian Eno,British,Male,1948,0
6086,J. E. van Lint,Dutch,,0,0
3668,Loren MacIver,American,Female,1909,1998
4285,Barnett Newman,American,Male,1905,1970
4685,Clayton Pond,American,Male,1941,0
7560,Gwathmey Siegel & Associates Architects,American,,1967,0
2409,Michel Guino,French,Male,1926,2013
1752,Max Ernst,French,Male,1891,1976
284,Myrna Báez,American,Female,1931,0
45529,Shelley Eshkar,American,Male,1970,0
67222,"Bossi, Mortara",Italian,,1827,0
8073,Cai Guo-Qiang,Chinese,Male,1957,0
45969,Huberto Batis,Mexican,Male,0,0
4562,Abigail Perlmutter,American,Female,1950,0
3007,Kasai,Nationality unknown,,0,0
10833,"Holt Howard Associates, Stamford, CT",,,0,0
49157,Sanne Sannes,Dutch,Male,1937,1967
30187,Rudy VanderLans,Dutch,Male,1955,0
3816,Alice Trumbull Mason,American,Female,1904,1971
28422,Emily Jacir,American,Female,1970,0
825,Paul Brühwiler,Swiss,Male,1939,0
41208,Frank Gardner,American,Male,1920,2015
32351,Susan Raymond,American,Female,1945,0
8646,Heinreich Löffelhardt,German,Male,1901,1979
8641,Robert Walker/The New York Times,American,Male,1926,1979
31889,George L. Tucker,American,Male,1872,1921
4213,Yoshinobu Nakamura,Japanese,Male,0,0
2951,Mervin Jules,American,Male,1912,1994
41105,Jorinde Voigt,German,Female,1977,0
3782,Albert Marquet,French,Male,1875,1947
46314,"QUAD Electroacoustics, Huntingdon, England",,,0,0
10237,"Martin Archery, USA",,,0,0
8432,Art Fry,American,Male,1931,0
4039,Tina Modotti,Italian,Female,1896,1942
25817,Walter Hopps,,Male,0,0
9112,"Braun AG, Frankfurt, Germany, est. 1921",,,0,0
30949,Anna Jermolaewa,Russian,Female,1970,0
263,Johannes Theodor Baargeld (Alfred Emanuel Ferdinand Gruenwald),German,Male,1892,1927
46664,Julia Rommel,American,Female,1980,0
3031,Takeshi Kawashima,Japanese,Male,1930,0
6777,Pedro Alcantara,Colombian,Male,1942,0
6890,Arkadii Shaikhet,Russian,Male,1889,1959
899,Horacio A. Butler,Argentine,Male,1897,1983
3736,Paul Mansard,French,Male,0,0
4147,C. O. Muller,German,,1893,0
1112,William Christenberry,American,Male,1936,2016
48084,Unknown Designer,Puerto Rican,,0,0
33739,Jean Chetaille,,,0,0
24581,Gertrud Arndt,German,Female,1903,2000
5756,John Swope,American,Male,1908,1979
6805,Raúl Cattelani,Uruguayan,Male,1927,0
934,Luis Camnitzer,Uruguayan,Male,1937,0
3188,Jinkichi Koga,Japanese,Male,0,0
43696,Corneille Hannoset,Belgian,Male,1926,1997
1485,Paul Delvaux,Belgian,Male,1897,1994
2047,Wanda Gág,American,Female,1893,1946
31253,Kathleen Lindsley,,,0,0
10878,"Rome Manufacturing Co., Div. of Revere Copper and Brass, Inc., Rome, NY",,,0,0
758,Robert Breer,American,Male,1926,2011
3948,Ray K. Metzker,American,Male,1931,2014
2785,Garth Huxtable,American,Male,1911,1989
2114,Jan Gelb,American,Female,1906,1978
44065,Michael C. Gross,American,Male,1945,0
48793,"David Whitehead Ltd., U.K.",British,,1815,0
6910,Rachel Whiteread,British,Female,1963,0
4228,Paul Nash,British,Male,1889,1946
27713,Trenton Doyle Hancock,American,Male,1974,0
43435,Colin Smith,,,1982,0
24627,Jürgen Mayer H.,German,Male,1965,0
30506,Barbara Probst,German,Female,1964,0
31078,Beatrix Zobl,Austrian,Female,1970,0
886,Larry Burrows,British,Male,1926,1971
6693,Fernand Piet,Nationality unknown,Male,0,0
20813,Adrian Nutbeam,,Male,0,0
48014,Eduardo Munoz Bachs,Cuban,Male,1937,2001
28429,Raqib Shaw,Indian,Male,1974,0
4199,Juichi Nagano,Japanese,Male,0,0
33145,Christian Marc Schmidt,German,Male,1977,0
2953,Dora Jung,Finnish,Female,1906,1980
3143,Walther Klemm,German,Male,1883,1957
1292,Barbara Crane,American,Female,1928,2019
9835,"Sylvania Electric Products, Inc., New York, NY",American,,0,0
3803,Raúl Martínez,Cuban,Male,1927,1995
1529,Antonio Dias,Brazilian,Male,1944,2018
46296,Monte Cazazza,American,Male,0,0
1677,Thomas Eckersley,British,Male,1914,1997
22581,"USM U. Schaerer Sons Inc., USA",,,0,0
67272,Toyin Ojih Odutola,American,Female,1985,0
7053,Dawoud Bey,American,Male,1953,0
3135,Irwin B. Klein,American,Male,1933,1974
32726,"Montis b.v., the Netherlands",,,1975,0
6414,Benno Wissing,Dutch,Male,1923,2008
13056,Antonina Sofronova,Russian,Female,1892,1966
